city,activities_category,name,address,price,description,picture
Séoul,museum,Seoul Museum of History,"55 Saemunan-ro, Sajik-dong, Jongno-gu, Seoul, South Korea",0,"Introduction
Seoul Museum of History captures the traditional culture of Seoul. Vestiges from the prehistoric era to modern Seoul are on display. Many of the Joseon Dynasty relics were donated during the Relic Donation Campaign. Also, the landscape of Seoul is recreated when it was the capital of the Joseon Dynasty. Another exhibit showcases the daily life of the Seoulites, while another presents items through an online cyber museum. The Special Exhibition Hall, the Exhibition Hall for Donated Relics, and Museum Shop where cultural products are produced and sold.",
Séoul,museum,Shinsegae Dept. Store Main,"77 Toegye-ro, Myeong-dong, Jung-gu, Seoul, South Korea",,"Introduction
The main branch of Shinsegae Department Store currently stands where Korea's first department store, the Japanese Misreukkosi Department Store, used to be in the 1930s. After undergoing remodeling in 2007, it reopened as a luxury hall, featuring diverse brands ranging from the top three international luxury brands to new designer brands. Meanwhile, Trinity Garden and the art gallery at the department store provide a cultural space that promotes a new lifestyle combining shopping and arts. In addition, its location in central Seoul offers plentiful sightseeing opportunities with easy access to such tourist attractions as Namsan Mountain and Namdaemun Market.",
Séoul,museum,Korea House,"36gil, 10 Toegye-ro, Hoehyeon-dong, Jung-gu, Seoul, South Korea",50000,"Introduction
The Korea House was opened in 1981. It is a traditional Korean building that introduces the culture and lifestyle of Koreans, where you can experience traditional architecture and a classical atmosphere. The building was built in the style of the Joseon Dynasty's Jagyeong-jeon building at the Gyeongbok Palace. It is the only building built in the traditional architectural style. You will feel its antiquity as you enter the building.

It is divided into the Haerin-gwan (a space for people to get acquainted with each other), the Traditional Theater, and three annex buildings (Munhyang-ru, Nokeum-jeong and Cheongwu-jeong). At Haerin-gwan, you can enjoy traditional music at Garak-dang and try traditional food at Sohwa-dang. In the square of Garak-dang you can view a traditional wedding (on the weekends) or people playing folk games. Also, at the Traditional Theater, about 156 seats are available, and in the afternoons Human Cultural Assets or members of the National Center for Korean Traditional Performing Arts and the National Corps members present traditional music and dances. Sinayui, Salpuri, Pansori, the Drum Dance and the Bongsan Mask Dance are the most popular programs for foreigners. The programs are all explained in English and Japanese.

In the Cultural Gift Shop you can view various crafts made by traditional craftsmen. It is always open and the crafts are for sale as well. There are pottery, ceramics, golden crafts, knots and embroidery etc; approximately 500 pieces of artwork made by craftsmen from 20 different fields. Next to the House of Korea is the Namsan-gol Hanok Village where visitors can explore traditional houses.",
Séoul,museum,Naksan Park,"41 Naksan-gil, Ihwa-dong, Jongno-gu, Seoul, South Korea",0,"Introduction
Naksan Park gets its name from its camel hump-like appearance. In Korean ‘nakta’ means camel and ‘san’ means mountain. So people refer to the park as Nakta Park or Naksan Park. The mountain is a solid granite bedrock. The Joseon royal family enjoyed the natural beauty of the granite mountain, but during the Japanese Colonial Period, a hasty manner of urban planning resulted in the demolition of most parts of the mountain. In an effort to save the remaining green belts, Naksan was designated as a park on June 10, 2002. Located in the center of the Seoul, this historical and beautiful park allows its visitors to view the magnificence of the entire city.",
Séoul,museum,Itaewon Special Tourist Zone,"Itaewon-dong, Yongsan-gu, Seoul, South Korea",0,"Introduction
Itaewon was the first special tourist zone in Seoul, designated in 1997. It is a multicultural place where over 20,000 foreigners live and is widely recognized by international visitors.

The name Itaewon started to spread worldwide in the 1980s, when Korea hosted the 1986 Seoul Asian Games and the 1988 Seoul Olympic Games, as well as many international conferences. Since then, Itaewon has become a popular travel destination. Clothes and accessories with unique designs, and leather products in particular are famous. This is a go-to place for both shopping and entertainment. The street is crowded with shops selling clothes and bags, as well as hotels, restaurants, entertainment facilities and travel agencies. With about 2,000 shops and stores lining every street, visitors can experience a multicultural atmosphere. Also famous in the district is Antique Furniture Street where more than 100 shops selling furniture and antiques stretch from Hamilton Hotel toward Bogwang-ro.

Travelers can taste authentic cuisine and experience culture from around the globe on the World Food Street where there are 40 restaurants operated by foreigners. Since the late 1990s, an increase in the number of tourists from Southeast Asia and the Middle East has transformed the streets from being US Army-oriented into culturally diverse. Varied performance and events are held in the area. In particulary, Itaewon Global Village Festival, held every October, is a famous festival. Tourists can pay in US dollars, Japanese Yen or another currency freely. In addition, visitors can use various languages like English, Japanese, and Chinese with the sellers.",
Séoul,museum,Sinsa-dong Garosu-gil Road,"Sinsa-dong, Gangnam-gu, Seoul, South Korea",0,"Introduction
The ginkgo tree-lined street (Sinsa-dong Garosu-gil) that runs from Sinsa Station (Subway Line 3) to Hyeondae High School is a popular, upscale street in Seoul. The street (also known as ‘artists' street’) has an eccentric flair thanks to its variety of charmingly decorated coffee shops, and designer stores. Garosu-gil is particularly popular in autumn when the golden ginkgo leaves begin to fall.",
Séoul,museum,Lotte World,"240 Olympic-ro, Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",,"Introduction
Operated by Lotte Group, Lotte World is the perfect spot for entertainment and sightseeing for Koreans and international tourists alike. It is a theme park filled with thrilling rides, an ice rink and different kinds of parades, as well as a folk museum, a lake, accommodations, department stores and more. Lotte World is divided into Lotte World Adventure, a world themed indoor area, and Magic Island theme outdoors, next to Seokchonhosu Lake.

Lotte World Adventure has districts representing different countries with various kinds of facilities and souvenir shops. You can enjoy watching parades, numerous films, laser shows, and tasting a variety of international cuisines year-round. Lotte World Adventure is the largest indoor amusement park in the world. The Folk Museum is also one of the most popular museums among international visitors. Folk cultural items on display date back 5,000 years in Korean history. The museum also features miniature villages and a playground. The museum layout was arranged to attract visitors' attention and the displays are easily understandable. In addition, audio-visual devices are provided to make one's visit even more enjoyable. Lotte World Garden Stage presents various themed musicals to match each season and Lotte World Star Avenue is the perfect place to experience Korean stars and the entertainment world.",
Séoul,museum,Namdaemun Market,"21 Namdaemunsijang 4-gil, Hoehyeon-dong, Jung-gu, Seoul, South Korea",,"Introduction
Opened in 1964, Namdaemun Market is the largest traditional market in Korea with shops selling various goods. All products are sold at affordable prices and the stores in this area also function as wholesale markets.

Most of the goods are made directly by the storeowners. Namdaemun Market is even open overnight, from 11:00pm to 4:00am, and is crowded with retailers from all over the country. When day breaks, the site of busy shoppers bustling around the market creates a unique scene that attracts tourists worldwide. Namdaemun Market sells a variety of clothes, glasses, kitchenware, toys, mountain gear, fishing equipment, stationery, fine arts, accessories, hats, carpets, flowers, ginseng, and imported goods.",
Séoul,museum,Seodaemun Prison History Hall,"484 Tongil-ro, Hongje-dong, Seodaemun-gu, Seoul, South Korea",,"Introduction
Seodaemun Prison History Hall is a special museum located at Seodaemun Independence Park. It was built near the end of the Joseon Dynasty (~1910), and was where Japanese soldiers tortured and later executed Korean Independence Movement followers. Seodaemun Prison History Hall was built in remembrance of Seodaemun Prison, and to salute the Korean patriots. There you'll find seven jail cells, a historical exhibition hall, an execution room, watchtowers and a basement jail cell where Yu Gwan-sun an historic figure during the independence movement died. The 1st floor is “A Place of Reverence,” where you can learn about Seodaemun Prison through a video. A large screen shows the background of its founding and the transition periods in its history. The Reference Room has displays and information on Korea's history. The museum also holds special exhibits. The 2nd floor is “A Place of History,” where you can view the “National Resistance Room,” “Prison History Room” and the “In Prison Life Room.” This floor shows examples of how the people fought through this dark chapter in history continuing to hold on to their hopes and resolve for freedom. “A Place of Experience” is the most horrifying and dreadful place in the prison. In the “Temporary Detention Room” and “Torture Room” you will see recreated torture scenes that are frighteningly realistic. At the Seodamun Independence Park nearby you can visit the Independence Hall, the Patriotic Martyr Monument, the March 1st Declaration of Independence Monument, relic no. 32 and no. 33.",
Séoul,museum,Namsangol Hanok Village,"28 Toegye-ro 34-gil, Pil-dong, Jung-gu, Seoul, South Korea",0,"Introduction
Namsangol Hanok Village opened in 1998 on the north side of Namsan Mountain in the center of the capital. This village has five restored traditional Korean houses, a pavilion, traditional garden, performance arts stage and a time capsule plaza, making it a perfect spot for both locals and tourists to take a leisure walk. Upon entering from the front gate, visitors will get a taste of the traditional life while escaping from the bustling city life of modern times. The traditional garden with its pavilion and the traditional houses create a peaceful ambiance before the forested Namsan Mountain. A time capsule commemorating Seoul’s 600 Year Anniversary was buried in 1994 at the highest point of the village and is scheduled to be reopened four hundred years later in 2394.

The five hanok houses were remodeled after the traditional houses of Joseon Dynasty and over a range of social classes, from peasants to aristocrats. The furniture in the houses is arranged to help guests understand the daily lives of the past, and the clean, traditional houses, as well as their antique items provide a great photo op. To protect these fragile heritages, only one of the hanok houses is open to the public. The house of Yoon-ssi of Okin-dong has been transformed into Yoon's Tearoom, where guests can enjoy traditional tea and refreshments.

Namsangol Hanok VIllage also has many traditional programs and activities to participate in. Traditional programs, such as, wearing hanbok, folding hanji (traditional Korean paper), writing in Korean, traditional tea ceremony, tradtional etiquette school and herbal medicine experience. There are also taekwondo performaces and other various performances around the village. You can also try tradtional games such as yutnori  (traditional board game). You can also tour around with a tour guide that can give helpful information about the history. 
",
Séoul,museum,Starfield COEX Mall,"513 Yeongdong-daero, Samseong-dong, Gangnam-gu, Seoul, South Korea",,"Introduction
Coex Mall reopened on November 27, 2014 after the completion of a large-scale renovation. World-renowned architectural firm Gensler worked to create a vision for change largely centered around a concept called ""The Unfolding Sky."" With five uniquely-themed squares, the new Coex Mall was designed to receive optimal amounts of natural light and optimize the flow of foot traffic. Coex mall is a shopping mecca for global brands in fashion, accessories, beauty, lifestyle, and more. It also has a large movie theater complex and a wide variety of fine dining establishments.",
Séoul,museum,Samcheongdong-gil Road,"Samcheong-dong, Jongno-gu, Seoul, South Korea",,"Introduction
It is said that Samcheong-dong was named from the story about the three ‘cheong’ (Chinese character meaning ‘clean’) of the area, namely the mountain, water, and people. Another theory is that the origin of the region's name came from Samcheongjeon Hall where three tablets called ‘Taecheong,’ ‘Sangcheong,’ and ‘Okcheong,’ were set up based on Taoism. Samcheong-dong Street features a mixture of old scenes of hanok building with traditional beauty and modern scenes of galleries and cafés, creating a unique atmosphere. Visitors can feel the abundant cultural mood at every corner of the street through the art galleries, museums, antique shops, and quiet pathways.",
Séoul,museum,Jongmyo Shrine,"157 Jong-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",1000,"Introduction
Jongmyo Shrine was a primary place of worship for kings throughout Joseon Dynasty. The memorial service, called Jongmyo Jaerye, is said to be the oldest complete ceremony in the world, and was carried out in obedience to the king’s order. The ceremony was designated as a UNESCO World Cultural Heritage site in December 9, 1995, for its well-preserved ancient customs, such as memorial services and traditional music, which is National Intangible Cultural Asset No.56.

During the Joseon Dynasty, it was held when the season changes and the twelfth month of the lunar year, but was stopped during the Japanese colonial period. Now, it is annually reenacted on the first Sunday of May. Jongmyo Jaeryeak, the musical part of the ceremony, is produced by instruments, songs, and dances that originated over 500 years ago. In May, the Korean Royal Palace Culture Festival is held with a variety of other cultural heritage festivals.

Current Status
[Jongmyo] Historic Site No. 125 (designated on January 18, 1963)",
Séoul,museum,Jamsil Baseball Stadium,"10 Jamsil-dong, Songpa-gu, Seoul, South Korea",,"Introduction

Situated in Jamsil-dong (Songpa-gu), the Seoul Sports Complex was completed in December 1976. Seoul Olympic Stadium, the centerpiece of the Seoul Sports Complex (also called Jamsil Sports Complex) is surrounded by the housing complex for athletes, Jamsil Apartment Complex, Hangang River, and Tancheon Stream. Olympic Park is located 3.5km from the stadium.

Close to the Sports Complex Station (on Subway Line No. 2), the complex is easily accessible to the public. The complex is also home to a baseball stadium, two swimming centers, an indoor sports facility, a supplementary track field, and an indoor sports facility for students. A large park frequently hosts wedding ceremonies.

Seoul Olympic Stadium has hosted some of the biggest global sporting events including the 10th Asian Games and the 24th Seoul Olympics. Naturally, it has attracted millions of visitors to its various sporting events. In recent years, it has been a popular venue for giant concerts, events, and, of course, sporting events.",
Séoul,museum,Lotte World Aquarium,"Olympic-ro, Songpa-gu, Seoul, South Korea",,"Introduction
There are 13 diverse theme zones that allow visitors to experience the five oceans of the world. From river to coast and coast to ocean, follow the flow of the ecosystem and have a phenomenal experience with nature. It is home to over 55,000 marine life from 650 species, from freshwater fish in the Hangang River to the beluga whale from the Arctic, they all live in harmony. It also has the nation’s largest main tank that allows visitors to get close up views of the diverse marine life. The nation’s longest underwater tunnel is 85 meters in length and allows visitors to gaze upon the mysteries of the ocean above their heads.",
Séoul,museum,Seoul Children's Grand Park,"216 Neungdong-ro, Neung-dong, Gwangjin-gu, Seoul, South Korea",,"Introduction
Situated in Gwangjin-gu, Seoul Children’s Grand Park houses various facilities for families, including a zoo, botanical garden, amusement rides, and diverse performance events within a vast area. Opened on Children’s Day (May 5) in 1973, the park is full of attractions that appeal to children and the young-at-heart. It was renovated on Children’s Day 2009 to repair old and worn facilities. It became an even more spacious and pleasant park thanks to the renovation work.",
Séoul,museum,Coex Aquarium,"513 Yeongdong-daero, Samseong-dong, Gangnam-gu, 서울특별시 South Korea",28000,"Introduction
The COEX Aquarium comprises 183 display tanks and 90 breeding tanks with 3,500 tons of water volume, making it a large-scaled aquarium. It houses 40,000 sea creatures, which come from 650 different species divided into 16 themed zones. In particular, the highest number of sharks and the largest variety of species in Korea are living in the aquarium. An open-top water tank releasing anions in addition to 20 rest areas make this tourist site in the heart of Gangnam, Seoul a perfect healing place for local and international visitors.

Structure Size
Whole area 14,350㎡ Facilities area 9,256㎡ Tanks - 183 display tanks, 90 breeding tanks Water volume – approximately 3,500 tons Creatures - 40,000 sea creatures from approximately 650 different species",
Séoul,museum,Deoksugung Palace,"99 Sejong-daero, Jeong-dong, Jung-gu, Seoul, South Korea",1000,"Introduction
Located at the corner of Seoul's busiest downtown intersection, Deoksugung Palace is famous for its elegant stone-wall road. It is also the only palace that sits alongside a series of western style buildings that add to the uniqueness of the surrounding scenery. Deoksugung Palace originally belonged to Wolsandaegun (1454-1488), the older brother of King Seongjong (1469-1494) of the Joseon Dynasty. It became a proper palace when Gwanghaegun (1575-1641) ascended to the throne and gave this royal residence the name Gyeongungung Palace in 1611. Over the following decades, the palace alternated between being an official palace and a temporary residence. The name did not official change to Deoksugung Palace, meaning the “palace of virtuous longevity,” until 1907. While the palace incompassed a vast area with many buildings, the current palace grounds are just a small shadow of the prior splendor, with very few structures remaining.

Upon entering Deoksugung Palace through Daehanmun Gate, visitors will cross the wide bridge of Geumcheon Stream. The king's carriage would pass over this bridge during ancient times. The legal building Junghwajeon Hall is very stately, revealing its long history. The Jeukjodang Building received its name from Gwanghaegun and In-Jo, who both ascended to the throne here. The front sign on Jeukjodang was written personally by Gojong (26th king of the Joseon Dynasty, r. 1863-1907) in 1905 after he became king. Hamnyeongjeon Hall was where Gojong slept, named with the meaning of wishing for lasting peace for Gojong. The East Wing served as the king’s room, and the west wing was for the queen.

Jeonggwanheon Hall was the first Western-style building built in the palace, completed in 1900. Gojong enjoyed drinking coffee and spending his free time here. The back of the building had secret passageways to the Russian Emissary, which still exist today. Seokjojeon Hall is the other Western-style building that still remains in Deoksugung Palace, and it was in the process of being built by a British man for his company, when in 1905 the property rights were transferred to Japan. It was finally completed in 1910. After Gojong’s death, Seokjojeon Hall became a Japanese art gallery open to the public. After the Korean Declaration of Independence, the American-Russian joint commission was held here as well in May 1946. The east wing of Seokjogwan Hall now serves as a palace treasure exhibition, and the west wing is used as part of the National Modern Art Center.

Junghwajeon Hall was the center of politics during the Korean Empire and served as the backdrop to critical discussions on national affairs among the country’s leaders. The elaborateness of the hall’s interior is said to reflect the confidence of King Gojong in his ability to effectively lead the country into the 20th century. One of the most striking parts of the building is the pair of dragons that decorates the canopy above the throne of the king. These dragons can also be seen on the ceiling of Junghwajeon Hall and were representative designs of Deoksugung Palace, the imperial palace at that time. Though Junghwajeon Hall was originally built in 1902 as a multi-roofed building, it was redesigned as a single-roofed building in 1906 after it caught on fire two years before that.",
Séoul,museum,Changgyeonggung Palace,"185 Changgyeonggung-ro, Waryong-dong, Jongno-gu, Seoul, South Korea",3000,"Introduction
Located in the heart of Seoul, Changgyeonggung Palace was originally built as Suganggung Palace by the 4th ruler of the Joseon Dynasty, King Sejong (r.1418-1450), for his retiring father, King Taejong. It often served as residential quarters for queens and concubines. During the reign of King Seongjong (r.1469-1494), the palace was renovated and renamed to Changgyeonggung Palace. It later became a park with a zoo and a botanical garden during Japanese colonial rule. The palace grounds remained this way until 1983 when restoration of its old grace was completed.

Past the main entrance of Changgyeonggung Palace, Honghwa Gate, you will find Okcheongyo Bridge. All palaces of the Joseon dynasty have ponds with an arch bridge over them, just like Okcheongyo Bridge. Cross Okcheongyo Bridge, pass the Myeongjeongmun Gate, and you will find Myeonjeongjeon. This is the office of the king, and Myeongjeongjeon is the oldest of the Joseon Dynasty palaces. The houses face southwards, but Myeongjeongjeon faces east. Because the ancestral shrine of the royal family is located to the south, the gate couldn't face the south, as is required by Confucian custom. There are stones with the status of the officials carved on the yard. Behind Myeongjeongjeon on the upper left side is Sungmundang. This building utilizes the slope of the mountain. If you look at Myeongjeongjeon and Munjeongjeon, the combination of the high and low roofs offers a beautiful view.

Tongmyeongjeon was built for the queen. It is the biggest building in Changgyeonggung Palace, and you can recognize the delicate details of its structure in various parts of the building. Walk up the stones past Tongmyeongjeon and there you will find Jagyeongjeon. On the southeast direction of the Jagyeongjeon is the Punggidae. This Punggidae is a measuring instrument. It is a long pole with a cloth hung at the end used to check the speed and direction of the wind. If you head north there is a large pond called Chundangji. Half of the pond was originally a rice field that the king took care of. But during the Japanese occupation, the rice field was changed to a pond with little ships floating on it. And the botanic garden built above the pond still remains today.",
Séoul,museum,Myeong-dong Cathedral,"74 Myeongdong-gil, Myeong-dong, Jung-gu, Seoul, South Korea",,"Introduction
Myeong-dong Cathedral is the Church for Archdiocese of Seoul and was also the birthplace for the Roman Catholic Church community in Korea. The church houses the remains of several individuals: Bishop Laurent Joseph Marie Imbert (1796-1839), and priests Peter Simon (1803-1839), James (Jacques Honor Chastan, 1803-1839) and Pourthie Jean Antoine Charles (1830-1866) and four martyrs.

Myeong-dong Cathedral is located in downtown Seoul and tourists frequently come and visit the place. Near the cathedral are other tourism spots such as Namsangol Hanok Village preserving Korean traditional houses, N Seoul Tower overlooking Seoul and Namdaemun Market, a traditional market with a wide variety of food and goods.",
Séoul,museum,Leeum Samsung Museum of Art,"60-16 Itaewon-ro 55-gil, Hannam-dong, Yongsan-gu, Seoul, South Korea",,"Introduction
Leeum, Samsung Museum of Art, exhibits traditional and modern art works by Korean and international artists. The museum itself is just as fascinating as the art works on display, since its three buildings were designed by the internationally renowned architects, Mario Botta, Jean Nouvel, and Rem Koolhaas.

MUSEUM 1 houses traditional Korean art, such as calligraphy, paintings, ceramic arts, and metal craftwork, while MUSEUM 2 displays modern and contemporary art by both Korean and foreign artists. 

This is one of the places that the ""first ladies of the Seoul G20"" visited during the G20 Summit in Seoul in November 2010. This attraction represents the beauty of Korea.",
Séoul,museum,Gwanghwamun Gate,"161 Sajik-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",0,"Introduction
Built in 1395 under the reign of King Taejo, the first king of the Joseon Dynasty, Gwanghwamun Gate is the southern gate of Gyeongbokgung Palace. It is also the main gate of the palace, therefore larger and fancier in comparison to the other gates. Gwanghwamun Gate consists of three arched gates; the center gate was used by the king, while the other two were used by the crown prince and royal officials. The tall granite walls of the gate serve as a platform for the wooden gate tower that watches over the city. The gate has a sign with its name written at the top center of the gate tower.

Gwanghwamun Gate went through several damages and restorations over the course of history. It was first severely damaged during the Imjin War (1592-1598) and was not restored until the reconstruction of Gyeongbokgung Palace in 1864. Under the Japanese administration, the gate was demolished and relocated to the north of the palace's eastern gate, followed by series of damages during the Korean War (1950-1953). In 1968, Gwanghwamun Gate was relocated back to the south of the palace and was rebuilt using concrete; however, the gate’s position was shifted a few meters away from its original location. In 2006, a major reconstruction project took place to restore Gwanghwamun Gate to its original state and location, disassembling the structure completely and replacing concrete with granite and wood. After three years and eight months of construction, Gwanghwamun Gate was fully restored to its original form and was open to the public on August 15, 2010.",
Séoul,museum,Lotte World Tower Seoul Sky,"Olympic-ro, Songpa-gu, Seoul, South Korea",27000,"Introduction
Seoul Sky is located on floors 117-123 of Lotte World Tower, the nation's tallest and the world's fifth tallest building. The observatory offers a panoramic view of the entire capital city, beautiful both day and night. In addition to the outstanding view, visitors can enjoy a small snack or coffee from the dessert cafe while sitting in the lounge or on the sky terrace.

While waiting for the elevator up, visitors can enjoy art in the exhibition zone in basement levels 1-2. The exhibition includes artwork displaying the history, culture, and pride of Korea's foundation and success over the centuries. Visitors can also purchase Seoul Sky merchandice from the gift shop to remember their trip or give as a souvenir.

The observation deck has two story-high glass windows for an uninterrupted view. The Sky Deck, located at 478m, hold the Guinness World Record as the highest glass-floored observatory in the world. On days when visibility is limited, visitors can still enjoy a clear sky through the Sky Theater. The 120th floor holds the Sky Terrace, open to the elements.

Visitors looking for refreshments can enjoy the one-of-a-kind menu served at the dessert cafe Sky Friends Cafe on level 119, or refreshing wine sold at the premium lounge on floor 123. This cozy spaces is the highest lounge in Seoul and is perfect for taking in the view in a relaxing ambiance.

To get to Seoul Sky, you will have to take the Sky Shuttle, a double-deck elevator that reaches a speed of 600m per minute. In no time at all, you'll be at the top of the world!",
Séoul,museum,The National Folk Museum of Korea,"37 Samcheong-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",0,"Introduction
Located inside Gyeongbokgung Palace, the National Folk Museum of Korea presents historical artifacts that were used in the daily lives of Korean people in the past. Through the displays, visitors can learn about the domestic and agricultural lifestyles, as well as Korea’s cultural beliefs.

The National Folk Museum of Korea has three permanent exhibitions and two special exhibitions as well as a library, souvenir shop, and other subsidiary facilities.

Founding Organization
Ministry of Culture, Sports & Tourism

Managing Organization
National Folk Museum of Korea

Collections Status
Approximately 122,550 artifacts (as of January 2016)

Main Facilities
Children's museum, Traditional culture learning space, exhibition halls, planned exhibition halls, folk video room",
Séoul,museum,Love Museum,"20 Hongik-ro 3-gil, Seogyo-dong, Mapo-gu, Seoul, South Korea",,,
Séoul,museum,Olympic Park,"424 Olympic-ro, Bangi-dong, Songpa-gu, Seoul, South Korea",,"Introduction
Olympic Park is an impressive leisure facility in which historic remains from the Baekje Era share space with modern, state-of-the-art sports stadiums, an eco-friendly forest, and spacious grassy fields. The legacy of the 1988 Seoul Olympics, the park not only houses the country’s largest sports arena, but has also become a place where Seoul residents come to relax and unwind.

Spread across 430,000 pyeong (approximately 1.45 million ㎡), Olympic Park encompasses the land that was once Mongchontoseong Fortress and Mongchonhaeja (manmade lake) from the early Baekje period. The park is divided into several zones, including a leisure sports park, a cultural art park, an eco-park, and the History Experience Park dedicated to the area’s rich historic heritage.

Because Olympic Park is so large and takes over three hours to explore, visitors are advised to familiarize themselves with entrances and exits and travel routes before they start. To further save time, visitors can ride the Road Train (“Hodori Train”) located next to Peace Square.

* Cultural Art Park
The Cultural Art Park is a place where visitors can enjoy diverse cultural experiences and performances. The park also features Olympic Museum, Seoul Olympics Museum of Art (SOMA)—one of the world’s top five sculpture museums—and Music Fountain.

* Leisure Sports Park
This area is comprised of Sports Square (walking/jogging paths, an acupressure path, inline skating area, etc.) and Peace Square (a pleasant area with a wide variety of activities and sports lessons).

* Environmental Eco-Park
Persistent efforts have succeeded in restoring natural splendor to this place where a equally splendid civilization once blossomed. People and nature co-exist comfortably within Environmental Eco-Park, which has become home to families of spot-billed ducks, white herons, cuckoos, pheasants, Korean squirrels, chipmunks, and frogs. More recent efforts to rejuvenate the local ecosystem have resulted in the appearance of woodpeckers and raccoons, both of which are rarely spotted in cities. The croaking of small round frogs can now be heard within the park as well.

* History Experience Park Visitors to the park can experience Korean history firsthand at Mongchontoseong Fortress and Baekje Museum, while hearkening back to the more recent, grand spirit of the Olympics in the ""Holy Land of Peace.""",
Séoul,museum,Starfield Library,"513 Yeongdong-daero, Samseong-dong, Gangnam-gu, Seoul, South Korea",,"Located in the center of COEX Mall, Starfield Library is an open public space where anyone can freely come to sit down, take a break, and immerse themselves in books along with other bibliophiles.

 

A wide selection of books in various genres such as humanities, economics, hobbies, etc. are readily available. Whole sections of the library are dedicated to foreign books and famous authors. iPads can be used to read e-books. Close to 600 magazines, domestic and foreign, are available for browsing. All these qualities set Starfield Library apart from other ordinary libraries.

 

In addition, a plethora of events take place here such as meeting with authors, book talks, poetry reading, lectures, book concerts, and more.",
Séoul,museum,World Cup Park,"Mapo-gu, Seoul, South Korea",0,"Introduction
Opened on May 1st, 2002, the Wolrd Cup Park was once a 15-year-old landfill that held over 92 million tons of garbage. The park is located near Seoul World Cup Stadium, and is made up of five smaller parks - Pyeonghwa (Peace) Park, Haneul (Sky) Park, Noeul (Sunset) Park, Nanjicheon Park, and Nanji Hangang Park.

* Pyeonghwa Park: Closest to Seoul World Cup Stadium, it holds a pond, garden, children’s playground, and forest. As a representative park of World Cup Park, the park was designed in hopes of peace and harmony between mankind and nature. It is often used as a picnic area and place for nature studies.

* Nanji Hangang Park: Nanji Hangang Park was developed on the banks of the Hangang River. In contrast to other Hangang River parks, Nanji Hangang Park is a water-friendly park that has a gradual slope towards the riverbank. The park consists of a camping ground, soccer field, basketball court, grass field, cruise ship port, and an area for nature studies.

* Haneul Park: Haneul Park consists of vast grassland located at the highest elevation of the five parks. The park's pasture is covered with eulalias and wild flowers in their most natural state. In addition, 30,000 butterflies of different species were introduced in 2000 to stabilize the ecosystem. Five wind-powered generators provide power to the park and the park’s maintenance office. Once a mountain of garbage, it is now a green hill with 22 lookout points offering breathtaking views of Seoul, including the N Seoul Tower, Bukhansan Mountain, and Hangang River. Tall trees are line the park to provide shades and serve as resting spots for visitors. As a popular spot to enjoy the sight of eulalias, the park usually remains open until late in the evening during the Eulalia Festival period.

* Noeul Park: In order to prevent the vast area of land of what was once a wasteland from becoming an unnecessary chunk of land, a nine-hole golf course was constructed in what is now known as Noeul Park. The golf course serves as an environment friendly entertainment park to visitors while stabilizing the geographical formation and has an urban park nearby that offers scenic views of the Hangang River and beautiful sunset. Located west of the golf park is Noeul Square, decorated with shrubs and flowers.

* Nanjicheon Park: Nanjicheon Park was developed from the Nanji Stream, which flowed under Haneul Park. It was once overflowing with sewage runoff from a nearby landfill, but it has since been beautifully restored into a park with clear water. The park is built to serve as a recreational spot for those with for youths, elders, and people with disabilities.",
