name,description,address,picture,city,activities_category
Inwangsan Mountain,"Introduction
The ancient fortress walls of Seoul that connect the ritual grounds of King Taejo and Muhakdaesa to the Sajik Tunnel and Jahamun Gate still remain on the grounds of Inwangsan Mountain. Many people enjoy hiking from the path that begins at the Sajik Tunnel, which leads to the peak of the mountain passing the fortress walls, then hike back down to Buam-dong. The hiking course is also connected to the road in front of Cheongwadae so hikers can also walk along the historical Palpan-ro road, Hyoja-ro road, and Gyeongbokgung Palace. The hiking path located behind Sajik Park leads to Hwanghakjeong Pavilion, where archers during the Joseon Dynasty once honed their marksmanship. The Hwanghakjeong Pavilion was originally located in the Gyeongbokgung Palace but was relocated to the mountain. From the top, a panoramic view of the surrounding area spreads as far as Naksan Mountain, Namsan Mountain, and Baegaksan Mountain with Gyeongbokgung Palace at its center.

The hiking path past Sajik Park's T-intersection is a popular walking course to nearby office workers during lunch time. A view of Cheongwadae is visible from a top beombawi rock (tiger's rock). For hikers seeking to walk along the ridges, it is recommended to take the path down to Hongje-dong quarry or Jahamun Gate. Hikers are recommended to take their time to fully enjoy the view of the surroundings while walking along the path of the outer walls. The stone stairway following the path past Changuimun Gate will take hikers to the path along the outer walls. This path stretches for approximately 200m and a set of stones used to build the city walls during the reign of King Taejo, King Sejong, and King Sukjung still remain along the way. The thick, dark-colored mosses on the stones indicate the long history of Seoul.

The view of the refreshing landscape and Inwangsan Mountain's peak will greet the hikers once they walk back to the inner city walls through a step of stones. Hikers will be able to get a bird's-eye-view of Seoul's mountains and skyscrapers surrounding the Hangang River. The city walls along the path going down to Cheongun-dong still withhold their beauty from the past. The inner wall path also leads to the Tangchundaeseong Fortress. Tanchundaeseong Fortress was built in order to reinforce the capital’s defenses after the Japanese invasion in 1592 and the Manchu war of 1636.

Inwangsan Mountain stands at a height of 338.2m and spreads throughout the regions of Hongje-dong in Seodaemun-gu and Muak-dong, Nusang-dong, Ogin-dong and Buam-dong in Jongno-gu. The unique and colossal rock formations and the view of Seoul and Cheongwadae are only a few of the many charms of Inwangsan Mountain.
","29 Inwangsan-ro 1-gil, Sajik-dong, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/c0a7fad533a01d19fee1b5b69186128f/5E05F92E/t51.2885-15/e35/70274805_2275849732725213_6560613365897452521_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=109,Seoul,Parks & Gardens
Ihwa Mural Village,"Like the Ant Mural Village in Hongje, the Ihwa Mural Village (이화동벽화마을) was set for destruction as it was seen as a bit of a slum and down-trodden area but in 2006 under the “Art in City Project” carried out by The Ministry of Culture, Sports and Tourism, murals were added in an effort to revitalize the neighborhood in Seoul. The revitalization has come at a cost though. Beautiful murals in varying sizes placed on walls, fences and rooftops were created by 70 artists and certainly brought loads of tourists to the area, however, no one really asked the residents, mostly elderly Korean citizens, if they were okay with this or explained what the murals might bring. This is a similar story with what is going on in the Bukchon Hanok Village one of the MOST visited neighborhoods in the city of Seoul and the residents aren’t all that happy with the influx.","Ihwa-dong, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/c2118dbeef6bf9edf0813cb9bd623fe1/5E0E96E8/t51.2885-15/e35/p1080x1080/61859266_173064543710823_1000636071058119054_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=103,Seoul,Landmarks
Dream Forest,"Introduction
Dream Forest, previously known as Odong Geullin Park, is located at Bun-dong, Gangbuk-gu Seoul. Renovated and reopened on October 2009, Dream Forest is the fourth largest park after World Cup Park(2.76million ㎡), Olympic Park (1.45million ㎡), and Seoul Forest(1.20million ㎡) and the first large-scale green park created in the Gangbuk area.

Major attractions of the park include Wolyeongji Pond, Grass Square, Wolgwang Waterfall, Aewoljeong Pavilion, and Chilbokji (confluence of 7 different artificial waterfalls), Event Garden, Children’s Gallery, Wild Grass Garden, Deer Ranch, Exploring Path, Forest Rest, and a water park. Recently, the Changnyeongwigungjaesa estate (registered cultural heritage No. 40) has been restored with other traditional landscape architectures such as a pond, pavilion and waterfall created nearby to double the genuine beauty of Korean traditional park.

On the slanted hill side where used to be sleigh slopes are now turned into a complex cultural space with Northern-Seoul Art Center that houses fantastic-looking observatory, performance hall, book café, and gallery; and a restaurant; jumping fountain; and children’s playground. Dream Forest Observatory where a drama ‘IRIS’ was filmed, provides a fantastic view of Bukhansan Mt., Dobongsan Mt. and Suraksan Mt. to the north while N-tower and Hangang River to the south. Just outside the park that is surrounded by apartment buildings and roads are a cultural exhibition lounge, forest workout space, badminton court and walking path for the residents.



Telephone
+82-2-2289-4000

Opening date
October 17, 2009

Closed
N/A (Open all year round)

Film Locations
Drama ""Iris (2009)""

Activity Information
Children activity programs offered

Parking Facilities
Available (402 spaces)
* Spaces is limited; recommend using public transit.

Available Facilities
Lake, Art center, Cultural center, Wolgwang falls, Grass square, Observatory, Traditional garden, Pocker park, Cafeteria, Walk road, Bike road

Admission Fees
Free

Parking Fees
300 won for every 10 minutes
* Disabled, men of national merit: 80% off
* Light-weight cars, low-pollution cars: 50% off

Facilities for the Handicapped
Available

Baby Stroller Rentals
Available for ages 23 months and younger
* Visitor's Center 09:00-17:00 (Closed Mondays)

Pets
Permitted (* Must be leashed and cleaned up after at all times)","173 Wolgye-ro, Beon 3(sam)-dong, Gangbuk-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/c37ed7d2f385420b1317e04e941c4618/5E101287/t51.2885-15/e35/37805499_254026451883010_8321748377247154176_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=110,Seoul,Parks & Gardens
Starfield COEX Mall,"Introduction
Coex Mall reopened on November 27, 2014 after the completion of a large-scale renovation. World-renowned architectural firm Gensler worked to create a vision for change largely centered around a concept called ""The Unfolding Sky."" With five uniquely-themed squares, the new Coex Mall was designed to receive optimal amounts of natural light and optimize the flow of foot traffic. Coex mall is a shopping mecca for global brands in fashion, accessories, beauty, lifestyle, and more. It also has a large movie theater complex and a wide variety of fine dining establishments.","513 Yeongdong-daero, Samseong-dong, Gangnam-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/c8ee0daea6b82764141c249a6a7aec4e/5E10C75E/t51.2885-15/e35/p1080x1080/68690854_405652466820618_3040326060394850677_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=106,Seoul,Shopping area & Mall
Seoul Museum of History,"Introduction
Seoul Museum of History captures the traditional culture of Seoul. Vestiges from the prehistoric era to modern Seoul are on display. Many of the Joseon Dynasty relics were donated during the Relic Donation Campaign. Also, the landscape of Seoul is recreated when it was the capital of the Joseon Dynasty. Another exhibit showcases the daily life of the Seoulites, while another presents items through an online cyber museum. The Special Exhibition Hall, the Exhibition Hall for Donated Relics, and Museum Shop where cultural products are produced and sold.","55 Saemunan-ro, Sajik-dong, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/ca034fc6c97affed56e24067fbf47f86/5DF48A6D/t51.2885-15/e35/52977750_155758002089880_4169142694182260548_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=100,Seoul,Historic sites
Jungbu Market,"Introduction
At Jungbu Market, a wide assortment of dried food such as laver, seaweed, anchovies, yellow corbinas, squid, pollack, and dried filefish fillets are available at low prices. Known for both wholesale and retail sales, Jungbu Market offers goods at prices 20-30% lower than those found at other markets.

Each store only sells one or two types of seafood products, allowing for easy price comparison and top quality goods. Popular products include dried filefish fillets, laver, and Pollack. As of late, processed food has also started to make its way into the market.

The market is also a popular site for buying food items used in ancestral rites and general home goods. The market opens at 4am and most stores close around 5pm. By 6pm the market grounds are quiet and inactive, so make sure to go before 3pm so that you have enough time to shop and look around.","35 Eulji-ro 36-gil, Ojang-dong, Jung-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/cab57d51ab67d399c71c07494327f5a8/5E175CF8/t51.2885-15/e35/p1080x1080/62253734_357904038206495_5720910430181993491_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=111,Seoul,Historic sites
Hanwha Aqua Planet Ilsan,"Introduction
Hanhwa Aqua Planet Yeosu is the second largest aquarium in Korea and is a landmark of the southern province with a record of about 1 million visitors every year. There are approximately 34,000 marine organisms of about 280 species including rare animals such as beluga (white whale) and baikal seal.","282 Hallyuwoldeu-ro, Daehwa-dong, Ilsanseo-gu, Goyang-si, Gyeonggi-do, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/cd1e76b332954704c69e8b40ef1a9c82/5DFC134A/t51.2885-15/e35/14026578_1717544031832239_482803545_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=103,Seoul,Attraction
Cheonggyecheon Stream,"Introduction
Cheonggyecheon Stream starts from Cheonggye Plaza, just off Sejong-ro Avenue. Cheonggye Plaza roughly covers an area of 2,500 square meters, and is located at the starting point of Cheonggyecheon Stream. The square, created based on the design of traditional Korean bojagi (a colorful wrapping cloth), features the elegant beauty of traditional stonework that is colorful yet refined. The plaza also includes a model of Cheonggyecheon that provides visitors with a bird's-eye view of the restored Cheonggyecheon Stream. At the plaza, there are plaques that provide detailed commentaries on the 22 bridges that span the stream, as well as a number of graceful fountains that add to the ambience of the area. The area commemorates the Cheonggyecheon Stream Restoration Project, and also symbolizes gathering, harmony, peace, and unity.

After the completion of Cheonggye Plaza, Seoul Metropolitan Government designated the area as a vehicle-free zone on holidays, providing more leisure space for pedestrians. Since then, the waterfront areas of Cheonggyecheon Stream, and the surrounding streets have become popular places for those seeking refreshment and a variety of cultural experiences. A favorite of many is the Candle Fountain, which features the magnificent synchronicity of three different lighting fixtures and a 4-meter-high, two-tiered waterfall. Along the two sides of the waterfall are the Palseokdam wishing wells, made of 8 different stones from each of the nation's 8 provinces.","148 Seorin-dong, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/d12b116561d027f45514fa7460ed4872/5E07EE49/t51.2885-15/e35/57261128_933972946934425_8588579545997475832_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=101,Seoul,Landmarks
Grevin Seoul Museum,"Introduction
France's famous wax museum, the Musee Grevin, opens its fourth venue in Seoul, after its opening in Paris, Montreal and Prague. The first Asian subsidiary is adding a slew of South Korean hallyu celebrities like Psy, and G-dragon as well as figuare skating star Kim Yuna. Over 80 wax figures are presented in different themed spaces, including historical figures such as King Sejong and General Yi Sun-sin.

Maximum Occupancy
1,000 people","23 Eulji-ro, Euljiro 1(il)-ga, Jung-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/d3f7c8139dd19cb5c6fb5e61c53c71f1/5DF1C2F1/t51.2885-15/e35/20687204_261511181003904_2174354002785861632_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=100,Seoul,Attraction
National Museum of Modern and Contemporary Art Seoul,"Introduction
National Museum of Modern and Contemporary Art, Deoksugung was originally built as an annex to the National Museum of Contemporary Art. It specializes in seeking out and researching modern art, and also in exhibiting and preserving it. You can see classical works of modern art when you visit National Museum of Modern and Contemporary Art, Deoksugung. Because it uses the Seokjojeon annex inside the Deoksugung Palace as its exhibition space, the center maintains a unique traditional atmosphere. On the first floor are the administrative office and the audiovisual room, and the second floor has planned exhibitions of modern art in exhibition rooms one and two. The third floor has exhibitions three and four, where works selected as best modern art by the National Museum of Contemporary Art are displayed all year around. You can see modern works such as paintings in Indian ink, colorings, oil paintings, and sculptures. National Museum of Modern and Contemporary Art, Deoksugung has ""Art Center With the Citizens"" as its motto. Besides the exhibitions, the center has various performances such as music and mime. Lectures or seminars on artists' works are also held often and are popular with tourists. The ""Citizen's Park"" outside the museum is frequented by many people who go there to relax. Tourists can take a breather here as well, so be sure to make use of it.","30 Samcheong-ro, Samcheong-dong, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/d5f8cc1c3ea2b6d8babc8877a439ca05/5E08AAD2/t51.2885-15/e35/17268076_175393282974714_6721732841689841664_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=106,Seoul,Art museums
Korea Manhwa Museum,"The Korean Manhwa Museum is the first cartoon museum that preserves and exhibits various rare cartoon materials and historically valuable materials, including the original copy of cartoons drawn by well-known cartoonists, which Bucheon Manhwa Information Center (currently Korea Manhwa Contents Agency) has collected and preserved. Located in the Bucheon Visual Culture Complex, the museum exhibits a wide range of cartoons from those of the 1990s to the latest works of cartoonists who are popular among kids.","529-2 Sang-dong, Wonmi-gu, Bucheon, Gyeonggi-do, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/d997fd7b2b720cab569858a05d1776bc/5E3BB4BC/t51.2885-15/e35/s1080x1080/69040385_338460450394002_2716946486061968829_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=106,Seoul,Attraction
National Palace Museum of Korea,"Introduction
The National Palace Museum of Korea opened in 1992 displaying relics from the Joseon Dynasty [1392~1910]. Over 20,000 royal relics from Gyeongbokgung Palace, Changdeokgung Palace, Changgyeonggung Palace and Jongmyo Shrine are on display.

1. Royal Symbols and Records
The Joseon Dynasty attained Confucian ideals, and therefore, the king and his queen were worshipped as parents of all citizens. To elevate their authority, the Joseon royal households crafted various royal symbols.
2. Ancestral Rites
The royal ancestral rite was held at a royal shrine encompassing the ancestral tablets of the late kings and queens of the Joseon Dynasty. This was not merely a royal ancestral worshipping ceremony, but also a festival with music and dance, in the hope for the nation's eternal prosperity.
3. Palace Architecture
The palace was the living quarters of the king and his family as well as the center of administration where the king ruled the nation. The center of the palace in the Joseon Dynasty, according to traditional Oriental architectural planning, was featured at Jeongjeon. The main hall was the center of state events and political discussions, and the Pyeonjeon, the government office.
4. Joseon Sciences
The Joseon Dynasty strove to establish the legitimacy of its foundation to enrich the nation's economy. To attain these ideals, the dynasty unprecedentedly promoted such areas as the sciences and medicine while developing various weapons for national defence.
5. Royal Life
The king and queen were symbolic figures of the Joseon Dynasty, but they were also ordinary people who lived private lives within the palace. The palace was divided into various sections of living space such as the king's office, the queen's quarters, and the prince's study room. Each section contained appropriate pieces of furniture, which were made of the finest quality materials according to well-established criteria for the royal family.","12 Hyoja-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/ddaabc15d6a69ce10644ac9a4ad4c439/5E0E18BF/t51.2885-15/e35/68972031_185685302467567_3856479384892773765_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=107,Seoul,Landmarks
Bukchon Hanok Village,"Introduction
Surrounded by Gyeongbokgung Palace, Changdeokgung Palace and Jongmyo Shrine, Bukchon Hanok Village is home to hundreds of traditional houses, called hanok, that date back to the Joseon Dynasty. The name Bukchon, which literally translates to ""northern village,"" came about as the neighborhood lies north of two significant Seoul landmarks, Cheonggyecheon Stream and Jongno. Today, many of these hanoks operate as cultural centers, guesthouses, restaurants and tea houses, providing visitors with an opportunity to experience, learn and immerse themselves in traditional Korean culture. As Bukchon Hanok Village is an actual neighborhood with people's homes, visitors are advised to be respectful at all times while looking around.","South Korea, Seoul, Jongno-gu, Gahoe-dong, 계동길 37",https://scontent-cdg2-1.cdninstagram.com/vp/e2f0ec82dd529871ab0231efbe97a20e/5E0AC211/t51.2885-15/e35/59153048_142142776911604_5686359947212761422_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=104,Seoul,Landmarks
Alive Museum Insadong,"Introduction
With an area over 1,280㎡, Alive Museum is located in Insa-dong, a neighborhood known for its mixture of historical and modern atmosphere. Exhibitions include optical illusion art, digital media, and more. More than 100 pieces are on display at the exhibition halls on basement levels 1 and 2.

Opened on March 6, 2014, Alive Museum infuses and modernizes the concept of art into something fun, engaging and highly educational.","12 Insadong-gil, Insa-dong, Jongno-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/e42cbc0a9291f1d4e44512f1fe46268a/5E16DE86/t51.2885-15/e35/20902403_271484880003553_3925394920776400896_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=101,Seoul,Art museums
Hongdae Free Market,"Hongdae Free Market is an open space between diverse artists and visitors to communicate with each other and consume culture. Visitors will find creative items reflecting distinctive tastes of artists at the market . Anyone is welcome to participate in the market as an artist. Hongdae Free Market does not offer used goods, but only creative items made by the artists.","19-3 Wausan-ro 21-gil, Seogyo-dong, Mapo-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/ea2d322cd84e08aac27f38a48b61f52c/5DFCD2DF/t51.2885-15/e35/56197352_423815975069966_4823017604786535530_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=102,Seoul,Historic sites
Common Ground,"Introduction
Korea's first pop-up store built with shipping containers, Common Ground is approximately 5,300 square meters in scale, made up of 200 large containers and is capable of transforming into different structures or moving into different places. Mega-sized mainstream brands are hard to spot in Common Ground. Instead, new and trendy mid-sized shops by up-and-coming new designers and editorial shops can be found here.

On the central square of the ground market, a weekend market is held with different themes. In addition, various events such as exhibitions and performances continue to entertain shoppers while playing its role as a cultural space. On the third floor terrace, famous restaurants sprawl along the sides of the alley. If you feel like having a light snack, you can also pop down to the food trucks on the market ground that offers an exotic gastronomic dining experience.

Operating Hours
11:00-22:00
(Some 3rd floor restaurants operate 11:00-02:00)
","200 Achasan-ro, Jayang 4(sa)-dong, Gwangjin-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/ef956437da5d81029bcc246db4728cd4/5E038CDC/t51.2885-15/e35/p1080x1080/69876749_668488116997258_5337644315478098132_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=110,Seoul,Shopping area & Mall
Lotte World Aquarium,"Introduction
There are 13 diverse theme zones that allow visitors to experience the five oceans of the world. From river to coast and coast to ocean, follow the flow of the ecosystem and have a phenomenal experience with nature. It is home to over 55,000 marine life from 650 species, from freshwater fish in the Hangang River to the beluga whale from the Arctic, they all live in harmony. It also has the nation’s largest main tank that allows visitors to get close up views of the diverse marine life. The nation’s longest underwater tunnel is 85 meters in length and allows visitors to gaze upon the mysteries of the ocean above their heads.","Olympic-ro, Songpa-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/f77a6a42257233b2005ddeea7e8fbe07/5E12651F/t51.2885-15/e35/16908716_1865995380280904_7345680169757048832_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=108,Seoul,Attraction
Bongeunsa Temple,"Introduction
Once known as Gyeonseongsa Temple, Bongeunsa Temple is located north of COEX, and was constructed in the 10th year of Silla King Weongseong’s reign (794). In 1498, Queen Jeonghyeon refurbished Gyeonseongsa Temple and renamed it Bongeunsa Temple.

Originally located near the Royal Tomb of King Seongjong, the temple was transferred to its current location during Joseon King Myeongjong’s reign. The temple is home to 3,479 Buddhist scriptures of 13 types, including the works of Kim Jeong-hee. The Buddhist ceremony called Jeongdaebulsa is held on the ninth day of the eighth month of the lunar calendar, where monks march carrying the scriptures on their heads and recite the Beopseongge (Buddhist rites).","531 Bongeunsa-ro, Samseong-dong, Gangnam-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/fc7b60084282ea4a6d225415a3d66bda/5DF759D2/t51.2885-15/e35/12277387_706198782813507_1451273914_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=103,Seoul,Historic sites
Lotte Department Store Main,"Introduction
The main branch of Lotte Department Store opened in 1979 and has gone on to be a leader in the Korean shopping culture and industry. The store offers everything from everyday household goods to international luxury brands, along with a duty free shop and restaurants. Being located within the city center, Lotte Department Store is easily accessible via public transportation. The staff aim to provide a friendly and comfortable shopping experience to all visitors.

Description of Products Offered
Handbags, shoes, groceries, jewelry, cosmetics, perfume, fashion goods, sporting goods, childrens fashion, furniture, household goods, etc.","81 Namdaemun-ro, Sogong-dong, Jung-gu, Seoul, South Korea",https://scontent-cdg2-1.cdninstagram.com/vp/ff905dab863769654d35abd82b15639f/5DFB8EA6/t51.2885-15/e35/52623091_151328992553881_8252846500501029719_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=101,Seoul,Shopping area & Mall
The War Memorial of Korea,"Introduction
* Evening admission on last Saturday of each month is no longer available.

The War Memorial of Korea, located in Yongsan-gu, Seoul, exhibits and preserve materials related to the Korean War and serves as a national moral educational venue. It was established to commemorate the noble sacrifice of patriotic martyrs by the War Memorial Service Korea Society on June 10, 1994. The museum houses approximately 33,000 artifacts with about 10,000 on display at an indoor and outside exhibition halls. There are six separate indoor halls, including Expeditionary Forces Room, Patriotic Memorial Room, War History Room, 6·25 Korean War Room, Development Hall and Large Machinery Room. The outdoor exhibition hall showcases large-sized weapons. Visitors of all ages from children to adults can also participate in 20 various educational programs and diverse cultural events such as military music and honor guard events, drawing contest, cultural event and more. The character of War Memorial of Korea is ‘Mudori’ featuring a helmet symbolizing the protection of the nation and a bay leaf meaning peace.","29 Itaewon-ro, Namyeong-dong, Yongsan-gu, Seoul, South Korea",https://scontent-cdt1-1.cdninstagram.com/vp/6ea86de64d752d6683ae2e278229468e/5E0D17C2/t51.2885-15/e35/67782492_370425773636338_7615949273381849810_n.jpg?_nc_ht=scontent-cdt1-1.cdninstagram.com,Seoul,Landmarks
Myeong-dong Shopping Street,"Introduction
Myeong-dong is one of the primary shopping districts in Seoul. The two main streets meet in the center of the block with one beginning from Myeong-dong Subway Station (Seoul Subway Line No. 4) and the other from Lotte Department Store at Euljiro. Many brand name shops and department stores line the streets and alleys. Common products for sale include clothes, shoes, and accessories. Unlike Namdaemun or Dongdaemun, many designer brands are sold in Myeong-dong. In addition, several major department stores have branches here, including Lotte Department Store, Shinsegae Department Store, Myeong-dong Migliore, Noon Square and M Plaza. The department stores carry many premium labels and other fashionable goods at reasonable prices.

Myeong-dong also has family restaurants, fast food, plus Korean, Western and Japanese dining options. Many restaurants in Myeong-dong specialize in dongaseu (pork cutlet) and kalguksu (noodle soup). Other businesses in the area include hair salons, banks and theaters.","66 Eulji-ro, Myeong-dong, Jung-gu, Seoul, South Korea",https://scontent-frt3-2.cdninstagram.com/vp/7c5830266f1d800b98b21e9eb0da93b3/5E0F0486/t51.2885-15/e35/66801710_363635184320396_3433116283847067402_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com,Seoul,Landmarks
Changdeokgung Palace,"Introduction
Changdeokgung Palace was the second royal villa built following the construction of Gyeongbukgung Palace in 1405. It was the principal palace for many kings of the Joseon Dynasty, and is the most well-preserved of the five remaining royal Joseon palaces. The palace grounds are comprised of a public palace area, a royal family residence building, and the rear garden. Known as a place of rest for the kings, the rear garden boasts a gigantic tree that is over 300 years old, a small pond and a pavilion.

The palace gained importance starting from the time of Seongjong, the 9th king of Joseon, when a number of kings began using it as a place of residence. Unfortunately, the palace was burned down by angry citizens in 1592 when the royal family fled their abode during the Japanese invasion of Korea. Thanks to Gwanghaegun, the palace was restored in 1611. Even today, it houses a number of cultural treasures, such as Injeongjeon Hall, Daejojeon Hall, Seonjeongjeon Hall, and Nakseonjae.

Changdeokgung Palace’s rear garden was constructed during the reign of King Taejong and served as a resting place for the royal family members. The garden had formerly been called Bukwon and Geumwon, but was renamed Biwon after King Kojong came into power. The garden was kept as natural as possible and was touched by human hands only when absolutely necessary. Buyongjeong, Buyongji, Juhabru, Eosumun, Yeonghwadang, Bullomun, Aeryeonjeong, and Yeongyeongdang are some of the many pavilions and fountains that occupy the garden. The most beautiful time to see the garden is during the fall when the autumn foliage is at its peak and the leaves have just started to fall.

Though it has been treasured by Koreans for centuries, Changdeokgung Palace was recognized as a World Cultural Heritage site by the UNESCO World Cultural Heritage Committee in December of 1997 during the committee meeting in Naples, Italy.

Changdeokgung Palace was one of the places visited by the first ladies of the Seoul G20 summit during the G20 conference in Seoul in November 2010. It is one of the most historically significant attractions that represent the beauty of Korea.","99 Yulgok-ro, Waryong-dong, Jongno-gu, Seoul, South Korea",https://scontent-prg1-1.cdninstagram.com/vp/0d3aca77c0e3af2a64e7efb7eca8fa5d/5DF5DDD2/t51.2885-15/e35/61663883_622492918262504_1685832559681507677_n.jpg?_nc_ht=scontent-prg1-1.cdninstagram.com&_nc_cat=108,Seoul,Landmarks
